Circle,Division,SubDivision,Section,Area,CatCode,CatDesc,TotServices,BilledServices,Units,Load,Month
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,169,30,Sep-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,5,30,Sep-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,3,30,Sep-24
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,85,30,Sep-24
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,ANDUGULAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,377,30,Sep-24
WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,887,30,Sep-24
PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,526,30,Sep-24
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,674,45,Sep-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,527,30,Sep-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,577,30,Sep-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,572,30,Sep-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,115,30,Sep-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,BARDIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,571,54,Sep-24
PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,499,30,Oct-24
KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1258,30,Oct-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,557,30,Oct-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,55,Oct-24
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,31,25,Oct-24
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30,Oct-24
WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,665,30,Oct-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,9,30,Oct-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,211,30,Oct-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,193,25,Oct-24
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,53,30,Oct-24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,293,30,Oct-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,1629,80,Oct-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,274,30,Oct-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,469,30,Oct-24
ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,DASNAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,218,30,Oct-24
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,ANDUGULAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,132,30,Oct-24
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,948,30,Oct-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,163,30,Oct-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2,30,Oct-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,728,30,Oct-24
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,176,30,Oct-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,BARDIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,671,54,Oct-24
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN3,DIVYA NAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,468,45,Oct-24
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,104,30,Oct-24
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,832,45,Oct-24
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,333,30,Oct-24
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,113,30,Oct-24
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,322,30,Oct-24
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,ELKATHURTHY,ELKATHURTHY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,150,30,Oct-24
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,HASANPARTHY,YELLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,137,30,Oct-24
KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,203,20,Oct-24
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),TEKRIYAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,25,Oct-24
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,YADAVA NAGAR,PEDDAMMAGADDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,452,30,Oct-24
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,460,45,Oct-24
KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,54,30,Oct-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,OGLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,138,30,Oct-24
KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,495,30,Oct-24
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1731,45,Nov-24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,313,30,Nov-24
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,355,30,Nov-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,826,30,Nov-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,OGLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,150,30,Nov-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,135,30,Nov-24
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,990,30,Nov-24
KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,39,30,Nov-24
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),TEKRIYAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,25,Nov-24
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1116,45,Nov-24
KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,702,30,Nov-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,2943,80,Nov-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1616,30,Nov-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,9,55,Nov-24
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,ELKATHURTHY,ELKATHURTHY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,150,30,Nov-24
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,YADAVA NAGAR,PEDDAMMAGADDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,901,30,Nov-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,128,30,Nov-24
KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,214,20,Nov-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,88,30,Nov-24
WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,568,30,Nov-24
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD TOWN-III,ADILABAD-TOWN-III,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,565,75,Nov-24
KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2133,30,Nov-24
PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,773,30,Nov-24
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,172,30,Nov-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,BARDIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,693,54,Nov-24
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN3,DIVYA NAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,822,45,Nov-24
PEDDAPALLY,PEDDAPALLY,PEDDAPALLY,BOMPALLY,ANDUGULAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,428,30,Nov-24
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,144,25,Nov-24
ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,DASNAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,521,30,Nov-24
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,85,30,Nov-24
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,532,30,Nov-24
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30,Nov-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1597,30,Nov-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,469,30,Nov-24
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,42,30,Nov-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,237,25,Nov-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,5,30,Nov-24
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,306,30,Nov-24
NIZAMABAD,ARMOOR,PERKIT,PERKIT,PERKIT,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,7058,50,Nov-24
KAMAREDDY,BANSWADA,BANSWADA,BIRKUR,BIRKUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,210,30,Dec-24
KAMAREDDY,BANSWADA,BANSWADA,BANSWADA,BANSWADA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,424,30,Dec-24
KHAMMAM,KHAMMAM,KHAMMAM(T),KHAMMAM TOWN-2,ZONE (7)  KHAMMAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2203,30,Dec-24
WARANGAL,WARANGAL,MULUGU ROAD,POCHAMMA MAIDAN,POCHAMMAMAIDAN,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,807,30,Dec-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,BONDIVAGU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1297,30,Dec-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),SUBEDARI,HUNTER ROAD,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,2349,80,Dec-24
HANUMAKONDA,HANAMKONDA/TOWN,KAZIPET,NIT,TEACHERS COLONY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,943,30,Dec-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,LAXMIDEVIPALLY,TEKULAPALLY,TEKULA PALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,158,30,Dec-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,MUSTYALAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,17,30,Dec-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,DAMERA,OGLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,201,30,Dec-24
JANGAON,JANGAON,JANGAON,BACHANNAPET,BACHANNAPET (HQ),9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,1.5,Dec-24
HANUMAKONDA,HANAMKONDA/TOWN,HANAMKONDA(T),NAKKALAGUTTA,BALASAMUDRAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,55,Dec-24
BHADRADRI KOTHAGUDEM,PALONCHA,PALVANCHA,PALVONCHA TOWN-2,PALONCHA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,582,30,Dec-24
KAMAREDDY,KAMAREDDY,DOMAKONDA,BHIKNOOR(NORTH),BASWAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,54,Dec-24
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),PATHARAJAMPET,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,529,45,Dec-24
KAMAREDDY,KAMAREDDY,Kamareddy Town,KAMAREDDY(R),TEKRIYAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,25,Dec-24
KARIMNAGAR,HUZURABAD,HUZURABAD,HUZURABAD TOWN,RTC DEPO ,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,575,20,Dec-24
KARIMNAGAR,KARIMNAGAR RURAL,NUSTHULAPUR,NUTSULAPOOR,NUSTULAPOOR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,0,0,15,Dec-24
MAHABUBABAD,MAHABUBABAD,MAHABUBABAD(T),MAHABUBABAD (TOWN),NON SLB,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,174,30,Dec-24
KARIMNAGAR,KARIMNAGAR RURAL,Gangadhara,ACHAMPALLY,WADDIARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,45,25,Dec-24
KHAMMAM,SATHUPALLY,SATHUPALLY,SATHUPALLY,KISTARAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,264,30,Dec-24
NIZAMABAD,NIZAMABAD,NIZAMABAD TOWN 3,BOURGAON,BORGAON (P),9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1730,45,Dec-24
HANUMAKONDA,HANAMKONDA/RURAL,KAMALAPUR,ELKATHURTHY,ELKATHURTHY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,84,30,Dec-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,MANUGURU,ASWAPURAM,ASWAPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,161,30,Dec-24
PEDDAPALLY,MANTHANI,RAMAGUNDAM,RAMAGUNDAM,MOGALPAHAD,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,133,30,Dec-24
NIRMAL,NIRMAL,NIRMAL,NIRMAL-TOWN3,DIVYA NAGAR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,912,45,Dec-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,BARDIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,769,54,Dec-24
NIZAMABAD,BODHAN,RUDRUR,VARNI,SN PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,160,30,Dec-24
NIZAMABAD,DICHPALLY,NIZAMABAD - RURAL,BARDHIPOOR,SUDDAPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1631,30,Dec-24
PEDDAPALLY,MANTHANI,Manthani,MANTHANI TOWN,MANTHANI,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,0,30,Dec-24
NIZAMABAD,ARMOOR,PERKIT,PERKIT,PERKIT,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,2177,50,Dec-24
HANUMAKONDA,HANAMKONDA/RURAL,HASANPARTHY,HASANPARTHY,YELLAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,175,30,Dec-24
NIZAMABAD,DICHPALLY,DICHPALLY,DICHPALLY,DICHPALLY,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,33,30,Dec-24
ADILABAD,ADILABAD,ADILABAD TOWN,MAVALA,DASNAPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,295,30,Dec-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BCM-TOWN,BHADRACHALAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,21,30,Dec-24
BHADRADRI KOTHAGUDEM,BHADRACHALAM,BHADRACHALAM,BURGUMPADU,LAKSHMIPURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,302,30,Dec-24
HANUMAKONDA,HANAMKONDA/RURAL,PARKAL,PARKAL-TOWN,PARKAL,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,489,30,Dec-24
HANUMAKONDA,HANAMKONDA/TOWN,NAYEEMNAGAR,YADAVA NAGAR,PEDDAMMAGADDA,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,1356,30,Dec-24
BHUPALAPALLY,MULUGU,N. VENKATAPURAM,N.V.PURAM,N V PURAM,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,17,30,Dec-24
BHADRADRI KOTHAGUDEM,KOTHAGUDEM,YELLANDU,YELLANDU TOWN,YELLANDU,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,402,25,Dec-24
ADILABAD,ADILABAD,ADILABAD TOWN,ADILABAD TOWN-III,ADILABAD-TOWN-III,9,ELECTRIC VEHICLE CHARGING STATIONS,2,2,681,75,Dec-24
MANCHERIAL,MANCHERIAL,CHENNUR,JAIPUR,JAIPUR,9,ELECTRIC VEHICLE CHARGING STATIONS,1,1,718,30,Dec-24
